"X","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre"
2702,"10/18/2002","Auto Focus",7000000,2062066,2703821,"Sony Pictures Classics","R","Drama"
2703,"10/21/2011","The Mighty Macs",7000000,1891936,1891936,"Quaker Media","G","Drama"
2704,"12/22/2010","Somewhere",7000000,1785645,17023121,"Focus Features","R","Drama"
2705,"1/13/2012","We Need to Talk About Kevin",7000000,1738692,10765283,"Oscilloscope Pictures","R","Drama"
2706,"2/2/2007","Factory Girl",7000000,1661464,1661464,"MGM","R","Drama"
2707,"11/15/2013","The Christmas Candle",7000000,1632000,1933829,"Echolight Studios","PG","Adventure"
2708,"9/25/2009","I Hope They Serve Beer in Hell",7000000,1429299,1429453,"Freestyle Releasing","R","Comedy"
2709,"4/8/1983","Losin' It",7000000,1246141,1246141,NA,"R","Comedy"
2710,"5/7/2010","Mother and Child",7000000,1110509,6537179,"Sony Pictures Classics","R","Drama"
2711,"7/12/1996","Les Visiteurs",7000000,659000,98754000,"Miramax","R","Comedy"
2712,"10/2/2015","Freeheld",7000000,546201,1732228,"Lionsgate","PG-13","Drama"
2713,"4/2/2014","Dom Hemingway",7000000,523511,1857458,"Fox Searchlight","R","Comedy"
2714,"7/30/2010","The Extra Man",7000000,453377,492108,"Magnolia Pictures","R","Comedy"
2715,"5/13/2011","Hesher",7000000,382946,382946,"Wrekin Hill Enterta…","R","Drama"
2716,"3/13/1998","Chairman of the Board",7000000,306715,306715,"Trimark","PG-13","Comedy"
2717,"2/14/2003","Gerry",7000000,254683,719699,"ThinkFilm","R","Drama"
2718,"1/21/2000","The Boondock Saints",7000000,30471,411874,"Indican Pictures","R","Action"
2719,"12/12/2008","The Kings of Appletown",7000000,0,0,NA,"PG","Action"
2720,"9/21/2012","House at the End of the Street",6900000,31611916,44103982,"Relativity","PG-13","Horror"
2721,"9/24/1993","Dazed and Confused",6900000,7950889,7950889,"Universal","R","Comedy"
2722,"9/17/2010","Incendies",6800000,6857096,16038343,"Sony Pictures Classics","R","Drama"
2723,"8/5/2005","The Chumscrubber",6800000,49526,49526,"Picturehouse","R","Drama"
2724,"9/19/2008","Tropa de Elite",6537890,8744,14319195,"IFC Films","R","Action"
2725,"10/3/2014","Annabelle",6500000,84273813,256862920,"Warner Bros.","R","Horror"
2726,"7/12/1991","Boyz n the Hood",6500000,56190094,56215095,"Sony Pictures","R","Drama"
2727,"7/24/1987","La Bamba",6500000,54215416,54215416,"Sony Pictures","PG-13","Drama"
2728,"5/22/1981","The Four Seasons",6500000,42488161,42488161,"Universal","PG","Comedy"
2729,"4/2/1993","The Adventures of Huck Finn",6500000,24103594,24103594,"Walt Disney","PG","Adventure"
2730,"4/7/2006","Friends with Money",6500000,13368437,18110152,"Sony Pictures Classics","R","Comedy"
2731,"10/22/1999","Bats",6500000,10155691,10155691,"Sony Pictures","R","Horror"
2732,"3/7/2003","Nowhere in Africa",6500000,6173485,6173485,"Zeitgeist","R","Drama"
2733,"5/31/2013","The East",6500000,2274649,3027956,"Fox Searchlight","PG-13","Drama"
2734,"11/13/2009","The Messenger",6500000,1109660,1744952,"Oscilloscope Pictures","R","Drama"
2735,"7/23/2004","A Home at the End of the World",6500000,1029017,1033810,"Warner Independent","R","Drama"
2736,"10/26/1984","The Terminator",6400000,38019031,78019031,"Orion Pictures","R","Action"
2737,"2/27/2004","Good Bye, Lenin!",6400000,4063859,79384539,"Sony Pictures Classics","R","Comedy"
2738,"10/10/2007","Control",6400000,871577,8902141,"Weinstein Co.","R","Drama"
2739,"10/9/2009","The Damned United",6400000,449865,4199874,"Sony Pictures Classics","R","Drama"
2740,"2/22/2008","Die Fälscher",6250000,5488570,20199663,"Sony Pictures Classics","R","Drama"
2741,"1/15/1988","Return of the Living Dead Part II",6200000,9205924,9205924,"Lorimar Motion Pict…",NA,"Horror"
2742,"10/20/1995","Mallrats",6100000,2108367,2108367,"Gramercy","R","Comedy"
2743,"12/19/1986","Platoon",6000000,137963328,137978395,"Orion Pictures","R","Drama"
2744,"9/19/1980","Ordinary People",6000000,52302978,52302978,"Paramount Pictures","R","Drama"
2745,"10/17/1956","Around the World in 80 Days",6000000,42000000,42000000,"United Artists","PG","Adventure"
2746,"7/25/1980","Caddyshack",6000000,39846344,39846344,"Warner Bros.",NA,"Comedy"
2747,"3/23/2001","The Brothers",6000000,27457409,27958191,"Sony Pictures","R","Comedy"
2748,"12/17/2008","The Wrestler",6000000,26238243,46634275,"Fox Searchlight","R","Drama"
2749,"6/30/1989","Do the Right Thing",6000000,26004026,26004026,"Universal","R","Comedy"
2750,"7/10/1981","Escape from New York",6000000,25244700,25244700,"Avco Embassy","R","Action"
2751,"7/16/1999","The Wood",6000000,25059640,25059640,"Paramount Pictures","R","Comedy"
2752,"8/16/1995","The Usual Suspects",6000000,23341568,34449356,"Gramercy","R","Drama"
2753,"4/5/2002","National Lampoon’s Van Wilder",6000000,21305259,39241323,"Artisan","R","Comedy"
2754,"9/27/2000","Best in Show",6000000,18621249,20695413,"Warner Bros.","PG-13","Comedy"
2755,"9/27/2006","The Last King of Scotland",6000000,17606684,49155371,"Fox Searchlight","R","Drama"
2756,"4/16/2003","A Mighty Wind",6000000,17583468,18504539,"Warner Bros.","PG-13","Comedy"
2757,"2/12/1988","School Daze",6000000,14545844,14545844,"Sony Pictures","R","Drama"
2758,"8/8/2007","Daddy Day Camp",6000000,13235267,18209872,"Sony Pictures","PG","Comedy"
2759,"10/21/1988","Mystic Pizza",6000000,12793213,12793213,"Samuel Goldwyn Films","R","Comedy"
2760,"3/20/1998","Mr. Nice Guy",6000000,12716953,31716953,"New Line","PG-13","Action"
2761,"4/24/1998","Sliding Doors",6000000,11911200,58809149,"Miramax","PG-13","Drama"
2762,"5/24/1995","Tales from the Hood",6000000,11784569,11784569,"Savoy","R","Horror"
2763,"9/7/2012","The Words",6000000,11494838,16369708,"CBS Films","PG-13","Drama"
2764,"12/15/2000","Pollock",6000000,8596914,10557291,"Sony Pictures Classics","R","Drama"
2765,"3/19/2010","City Island",6000000,6671283,8173486,"Anchor Bay Entertai…","PG-13","Comedy"
2766,"3/16/2012","Casa de mi Padre",6000000,5909483,8446952,"Lionsgate","R","Comedy"
2767,"7/29/2011","The Guard",6000000,5359774,21197454,"Sony Pictures Classics","R","Comedy"
2768,"8/29/2008","College",6000000,4694491,6176114,"MGM","R","Comedy"
2769,"9/22/2006","La science des rêves",6000000,4670644,15137932,"Warner Independent","R","Comedy"
2770,"3/13/2009","Miss March",6000000,4543320,4713059,"20th Century Fox","R","Comedy"
2771,"7/18/2014","Wish I Was Here",6000000,3591299,6591365,"Focus Features","R","Comedy"
2772,"12/21/2006","Venus",6000000,3347411,7818479,"Miramax","R","Drama"
2773,"3/14/2014","Veronica Mars",6000000,3322127,3485383,"Warner Bros.","PG-13","Drama"
2774,"10/31/2003","Shattered Glass",6000000,2207975,3456602,"Lionsgate","PG-13","Drama"
2775,"7/3/2008","The Wackness",6000000,2077046,3330012,"Sony Pictures Classics","R","Comedy"
2776,"11/16/2001","Novocaine",6000000,2025238,2522928,"Artisan","R","Comedy"
2777,"7/15/2011","Snow Flower and the Secret Fan",6000000,1348205,11348205,"Fox Searchlight","PG-13","Drama"
2778,"12/7/2001","The Business of Strangers",6000000,1030920,1290920,"IFC Films","R","Drama"
2779,"4/29/2011","Jûsan-nin no shikaku",6000000,802778,18727440,"Magnolia Pictures","R","Action"
2780,"3/25/2011","The 5th Quarter",6000000,408159,408159,"Rocky Mountain Pict…","PG","Drama"
2781,"2/2/1979","The First Great Train Robbery",6000000,391942,391942,"United Artists",NA,"Action"
2782,"11/10/2006","Come Early Morning",6000000,119452,119452,"IDP/Goldwyn/Roadside","R","Drama"
2783,"4/2/2010","The Greatest",6000000,115862,117796,"Paladin","R","Drama"
2784,"9/5/2008","Surfer, Dude",6000000,36497,36497,"Anchor Bay Entertai…","R","Comedy"
2785,"1/23/2015","Song One",6000000,32251,437089,"Cinedigm/Film Arcade","PG-13","Drama"
2786,"2/4/1983","Videodrome",5952000,2120439,2120439,"Universal",NA,"Horror"
2787,"3/18/2011","Winter in Wartime",5800000,542860,9662214,"Sony Pictures Classics","R","Drama"
2788,"9/8/2006","Tom yum goong",5700000,12044087,43044087,"Weinstein Co.","R","Action"
2789,"9/7/2012","The Inbetweeners",5700000,35955,86051320,"Wrekin Hill Enterta…","R","Comedy"
2790,"3/12/2003","Bend it Like Beckham",5600000,32543449,74566042,"Fox Searchlight","PG-13","Drama"
2791,"9/1/2006","Crossover",5600000,7009668,7009668,"Sony Pictures","PG-13","Drama"
2792,"6/21/2002","Sunshine State",5600000,3064356,3281898,"Sony Pictures Classics","PG-13","Drama"
2793,"12/25/1973","The Sting",5500000,159616327,159616327,"Universal","PG","Comedy"
2794,"9/25/1981","Chariots of Fire",5500000,61558162,61865947,"Warner Bros.","PG","Drama"
2795,"2/25/2005","Diary of a Mad Black Woman",5500000,50406346,50458356,"Lionsgate","PG-13","Drama"
2796,"11/22/1996","Shine",5500000,35811509,36672493,"Fine Line","PG-13","Drama"
2797,"9/28/2018","Hell Fest",5500000,10751601,12527795,"CBS Films","R","Horror"
2798,"6/6/2003","Mambo Italiano",5500000,9282750,12399772,"Goldwyn Entertainment","R","Comedy"
2799,"7/20/2001","Ghost World",5500000,6217849,8761608,"MGM","R","Comedy"
2800,"12/14/2001","Iris",5500000,5580479,15155021,"Miramax","R","Drama"
2801,"11/26/2004","Les Choristes",5500000,3629758,83529758,"Miramax","PG-13","Drama"
2802,"10/3/2003","Wonderland",5500000,1060512,1060512,"Lionsgate","R","Drama"
2803,"4/1/2011","Haevnen",5500000,1008098,15867314,"Sony Pictures Classics","R","Drama"
2804,"5/17/2002","Harvard Man",5500000,56653,56653,NA,"R","Drama"
2805,"7/15/2011","Salvation Boulevard",5500000,28468,28468,"IFC Films","R","Comedy"
2806,"8/3/2007","The Ten",5250000,769726,786677,"ThinkFilm","R","Comedy"
2807,"2/24/2017","The Girl with all the Gifts",5250000,0,4802379,"Saban Films","R","Horror"
2808,"8/5/2005","Saint Ralph",5200000,795126,1695126,"Samuel Goldwyn Films","PG-13","Comedy"
2809,"4/22/2011","Dum Maaro Dum",5200000,564489,11633427,"Fox Searchlight","R","Drama"
2810,"10/3/1980","Somewhere in Time",5100000,9709597,9709597,"Universal",NA,"Drama"
2811,"2/24/2017","Get Out",5000000,176040665,255363701,"Universal","R","Horror"
2812,"1/20/2017","Split",5000000,138141585,278306227,"Universal","PG-13","Horror"
2813,"10/21/2011","Paranormal Activity 3",5000000,104028807,202053386,"Paramount Pictures","R","Horror"
2814,"10/28/2005","Saw II",5000000,87025093,152925093,"Lionsgate","R","Horror"
2815,"9/13/2013","Insidious Chapter 2",5000000,83586447,161921515,"FilmDistrict","PG-13","Horror"
2816,"7/22/2016","Lights Out",5000000,67268835,148868835,"Warner Bros.","PG-13","Horror"
2817,"10/25/2002","Jackass: The Movie",5000000,64282312,79282312,"Paramount Pictures","R","Comedy"
2818,"10/13/2017","Happy Death Day",5000000,55683845,125013000,"Universal","PG-13","Horror"
2819,"10/19/2012","Paranormal Activity 4",5000000,53900335,140619520,"Paramount Pictures","R","Horror"
2820,"10/24/2014","Ouija",5000000,50856010,103300632,"Universal","PG-13","Horror"
2821,"8/30/2013","No se Aceptan Devoluciones",5000000,44467206,100486616,"Lionsgate","PG-13","Comedy"
2822,"5/16/1975","The Return of the Pink Panther",5000000,41833347,41833347,"MGM",NA,"Comedy"
2823,"12/24/2003","Monster",5000000,34469210,64240813,"Newmarket Films","R","Drama"
2824,"12/23/1954","20,000 Leagues Under the Sea",5000000,28200000,28200000,"Walt Disney","G","Adventure"
2825,"4/11/2014","Oculus",5000000,27695246,44115496,"Relativity","R","Horror"
2826,"11/1/2013","Dallas Buyers Club",5000000,27298285,60611845,"Focus Features","R","Drama"
2827,"2/27/2015","The Lazarus Effect",5000000,25801570,35341814,"Lionsgate","PG-13","Horror"
2828,"3/16/2001","Memento",5000000,25544867,39723096,"Newmarket Films","R","Drama"
2829,"8/26/2011","Our Idiot Brother",5000000,24814830,25861249,"Weinstein Co.","R","Comedy"
2830,"7/21/2006","Clerks II",5000000,24148068,27342246,"MGM","R","Comedy"
2831,"4/8/1998","The Players Club",5000000,23047939,23047939,"New Line","R","Drama"
2832,"10/13/2000","Billy Elliot",5000000,21995263,109263464,"Focus Features","PG-13","Drama"
2833,"7/5/2013","The Way Way Back",5000000,21502690,26853810,"Fox Searchlight","PG-13","Comedy"
2834,"4/1/2016","God’s Not Dead 2",5000000,20773069,23562057,"Pure Flix Entertain…","PG","Drama"
2835,"12/17/1997","The Apostle",5000000,20733485,21277770,"October Films","PG-13","Drama"
2836,"11/3/1982","The Man From Snowy River",5000000,20659423,20659423,"20th Century Fox",NA,"Drama"
2837,"10/23/1991","House Party 2",5000000,19438638,19438638,"New Line","R","Comedy"
2838,"3/26/1999","Doug's 1st Movie",5000000,19421271,19421271,"Walt Disney","G","Adventure"
2839,"9/18/1981","Mommie Dearest",5000000,19032000,25032000,"Paramount Pictures",NA,"Drama"
2840,"1/16/2015","Still Alice",5000000,18656400,41699612,"Sony Pictures Classics","PG-13","Drama"
2841,"3/23/2018","Paul, Apostle of Christ",5000000,17547999,23389835,"Sony Pictures","PG-13","Drama"
2842,"10/10/2014","Addicted",5000000,17390770,17499242,"Lionsgate","R","Drama"
2843,"8/31/2001","O (Othello)",5000000,16017403,16017403,"Lionsgate","R","Drama"
2844,"11/7/1997","Eve's Bayou",5000000,14843425,14843425,"Trimark","R","Drama"
2845,"4/10/1981","Nighthawks",5000000,14600000,19600000,"Universal",NA,"Action"
2846,"6/9/2017","It Comes at Night",5000000,13985117,19720203,"A24","R","Horror"
2847,"3/15/2002","Y Tu Mamá También",5000000,13649881,33649881,"IFC Films","R","Drama"
2848,"9/24/2004","Shaun of the Dead",5000000,13542874,30332385,"Focus/Rogue Pictures","R","Comedy"
2849,"6/21/1996","Lone Star",5000000,12961389,12961389,"Sony Pictures Classics","R","Drama"
2850,"3/27/1986","April Fool's Day",5000000,12947763,12947763,"Paramount Pictures",NA,"Horror"
2851,"4/2/1982","Diner",5000000,12592907,12592907,"MGM",NA,"Comedy"
2852,"3/3/2017","Before I Fall",5000000,12241072,18945682,"Open Road","PG-13","Drama"
2853,"4/15/1983","Lone Wolf McQuade",5000000,12232628,12232628,"Orion Pictures",NA,"Action"
2854,"3/13/2009","Sunshine Cleaning",5000000,12062558,17329337,"Overture Films","R","Comedy"
2855,"1/29/2016","Fifty Shades of Black",5000000,11686940,22113075,"Open Road","R","Comedy"
2856,"8/20/1982","The Beastmaster",5000000,10751126,10751126,"MGM",NA,"Action"
2857,"1/9/2009","Not Easily Broken",5000000,10572742,10732909,"Sony Pictures","PG-13","Drama"
2858,"5/9/2014","Moms’ Night Out",5000000,10429707,10537341,"Sony Pictures","PG","Adventure"
2859,"3/17/2017","The Belko Experiment",5000000,10166820,10803839,"BH Tilt","R","Horror"
2860,"10/6/2000","Digimon: The Movie",5000000,9628751,16628751,"20th Century Fox","PG","Adventure"
2861,"5/28/2004","Saved!",5000000,8886160,10206551,"MGM","PG-13","Comedy"
2862,"5/9/2003","Les invasions barbares",5000000,8460000,25913869,"Miramax","R","Drama"
2863,"12/22/1978","Force 10 from Navarone",5000000,7100000,7100000,"American Internatio…",NA,"Action"
2864,"4/27/2001","The Forsaken",5000000,6755271,6755271,"Sony Pictures","R","Horror"
2865,"7/21/1989","UHF",5000000,6157157,6157157,NA,NA,"Comedy"
2866,"1/6/2006","Grandma’s Boy",5000000,6090172,6590172,"20th Century Fox","R","Comedy"
2867,"8/14/1998","Slums of Beverly Hills",5000000,5502773,5502773,"Fox Searchlight","R","Comedy"
2868,"7/13/2001","Made",5000000,5308707,5476060,"Artisan","R","Comedy"
2869,"9/11/2015","90 Minutes in Heaven",5000000,4816142,4816142,"Samuel Goldwyn Films","PG-13","Drama"
2870,"5/12/2006","Keeping Up with the Steins",5000000,4339241,4414753,"Miramax","PG-13","Comedy"
2871,"10/10/1997","The Sweet Hereafter",5000000,4306697,7951247,"Fine Line","R","Drama"
2872,"8/6/2008","Bottle Shock",5000000,4078607,4815890,"Freestyle Releasing","PG-13","Drama"
2873,"2/25/2011","Des Hommes et Des Dieux",5000000,3954651,46263525,"Sony Pictures Classics","PG-13","Drama"
2874,"8/27/1982","Jekyll and Hyde... Together Again",5000000,3707583,3707583,"Universal",NA,"Comedy"
2875,"3/3/2017","Table 19",5000000,3614896,4620399,"Fox Searchlight","PG-13","Comedy"
2876,"4/15/2016","Green Room",5000000,3220371,3807503,"A24","R","Horror"
2877,"11/16/1994","Heavenly Creatures",5000000,3046086,5438120,"Miramax","R","Drama"
2878,"5/13/2011","Everything Must Go",5000000,2712131,2821010,"Roadside Attractions","PG","Drama"
2879,"12/17/2010","Rabbit Hole",5000000,2229058,6205034,"Lionsgate","PG-13","Drama"
2880,"12/28/2016","Paterson",5000000,2141423,10761547,"Bleecker Street","R","Comedy"
2881,"1/30/1998","Zero Effect",5000000,2080693,2080693,"Sony Pictures","R","Comedy"
2882,"9/12/2014","Atlas Shrugged: Who Is John Galt?",5000000,851690,851690,"Atlas Distribution","PG-13","Drama"
2883,"8/29/2003","Party Monster",5000000,742898,894030,"ContentFilm","R","Comedy"
2884,"2/21/1996","Bottle Rocket",5000000,407488,407488,"Sony Pictures","R","Action"
2885,"8/16/2013","Ain't Them Bodies Saints",5000000,391611,1075009,"IFC Films","R","Drama"
2886,"1/17/1997","Albino Alligator",5000000,353480,353480,"Miramax","R","Drama"
2887,"9/26/2014","Jimi: All is By My Side",5000000,340911,927074,"XLrator Media","R","Drama"
2888,"9/10/2010","Lovely, Still",5000000,127564,282687,"Monterey Media","PG","Drama"
2889,"11/16/2007","Redacted",5000000,65388,861325,"Magnolia Pictures","R","Drama"
2890,"10/17/2014","Rudderless",5000000,56001,567219,"Samuel Goldwyn Films","R","Drama"
2891,"8/14/2009","Grace",5000000,8297,8297,"Anchor Bay Entertai…","R","Horror"
2892,"9/2/2016","Yoga Hosers",5000000,0,2199,"Invincible Pictures","PG-13","Adventure"
2893,"11/21/2014","Reach Me",5000000,0,0,"Alchemy","R","Drama"
2894,"8/18/2014","Henry & Me",5000000,0,0,"Distrib Films","PG","Adventure"
2895,"1/23/2015","Mommy",4900000,3498695,17536004,"Roadside Attractions","R","Drama"
2896,"11/20/1996","Sling Blade",4833610,24475416,34175000,"Miramax","R","Drama"
2897,"1/6/2006","Hostel",4800000,47326473,82241110,"Lionsgate","R","Horror"
2898,"9/30/2011","Take Shelter",4750000,1728953,4972016,"Sony Pictures Classics","R","Drama"
2899,"8/22/1986","The Texas Chainsaw Massacre 2",4700000,8025872,8025872,"Cannon",NA,"Horror"
2900,"4/22/1988","Lady in White",4700000,1705139,1705139,"New Century Vista F…",NA,"Horror"
2901,"3/4/2005","Dear Frankie",4600000,1340891,3099369,"Miramax","PG-13","Drama"
2902,"12/29/2004","The Assassination of Richard Nixon",4600000,708776,4880143,"ThinkFilm","R","Drama"
2903,"6/24/2011","Le nom des gens",4600000,514237,9261711,"Music Box Films","R","Comedy"
2904,"3/23/1984","Police Academy",4500000,81198894,81198894,"Warner Bros.","R","Comedy"
2905,"6/20/1980","The Blue Lagoon",4500000,47923795,47923795,"Universal","R","Drama"
2906,"8/13/1982","Fast Times at Ridgemont High",4500000,27092880,27092880,"Universal",NA,"Comedy"
2907,"9/28/1996","Secrets & Lies",4500000,13417292,13417292,"October Films","R","Drama"
2908,"12/19/2002","25th Hour",4500000,13084595,25344490,"Walt Disney","R","Drama"
2909,"9/13/1985","After Hours",4500000,10609321,10609321,"Warner Bros.",NA,"Comedy"
